gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
HOXC11	1257445	274	23	176988	54600	36036	0	1	0	4	5	605304	1	1
HOXC13	1257445	274	23	190680	60564	86688	0	2	0	4	5	605304	1	1
HOXC4	1185281	279	54	158088	44772	192780	0	0	0	50	57	26718132	1	1
HOXC5	1185281	279	54	133560	36540	64260	0	0	0	50	57	26718132	1	1
HOXC8	1185281	279	54	146496	38220	140364	0	0	0	50	57	26718132	1	1
HOXD1	245316	874	13	186396	63336	81648	0	1	0	26	23	7450464	1	1
HOXD10	242935	874	15	204540	54768	97272	0	2	0	10	12	2303952	1	1
HOXD11	242935	874	15	194964	62328	43344	0	0	0	50	57	21786324	1	1
HOXD12	242935	874	15	154392	51492	66780	0	2	1	6	7	944580	1	1
HOXD13	242935	874	15	197400	64176	65268	0	2	0	10	12	2303952	1	1
HOXD9	242935	874	15	201600	66780	87192	0	0	0	30	23	9994152	1	1
HP	438866	372	19	248388	65856	180684	0	0	0	3	5	3297840	1	1
HP1BP3	641625	206	30	338100	92820	582372	0	0	2	2	3	1043280	1	1
HPCA	1019374	232	15	119868	29820	72828	0	0	0	22	28	10504536	1	1
HPCAL1	732179	270	44	119700	29988	122472	0	0	1	42	66	19860288	1	1
HPCAL4	974845	388	36	119532	28644	74088	0	2	0	1	3	429660	1	1
HPD	829168	195	44	248388	63840	596988	0	0	1	12	17	5551896	1	1
HPGD	62916	536	-11	167160	40740	306180	0	0	3	8	9	2086056	1	1
HPGDS	129148	311	14	126252	29988	244944	0	0	1	50	29	21694260	1	1
HPN	738570	419	-34	252168	75936	467460	0	0	0	37	38	18196584	1	1
HPR	426658	372	14	211260	57120	215964	0	0	1	15	22	12095328	1	1
HPX	424837	471	17	281820	77784	412776	0	0	0	4	5	2485560	1	1
HRAS	1970020	236	42	129780	36288	147924	0	2	2	0	4	184212	1	1
HRASLS	141065	851	-4	102312	27972	189756	0	0	0	50	84	31205496	1	1
HRASLS2	854193	303	56	95844	30912	246456	0	0	0	5	2	1109892	1	1
HRASLS5	887496	459	31	172536	44184	401940	0	0	0	26	31	16449888	1	1
HRCT1	853975	298	55	65352	22848	29736	0	0	0	50	58	22657320	1	1
HRH1	181134	226	35	288036	81900	181692	0	0	0	50	72	30462852	1	1
HRH3	861466	288	-13	253260	85932	57708	0	0	0	33	39	14237580	1	1
HRK	NaN	NaN	NaN	51072	19488	0	0	0	0	8	25	5979288	1	1
HRNBP3	NaN	NaN	NaN	191520	56196	17640	0	0	0	50	154	57677088	1	1
HRSP12	635159	368	44	85764	24108	366156	0	0	0	13	18	8408736	1	1
HS3ST1	74823	1201	3	179256	53592	29484	0	1	0	22	29	6059256	1	1
HS3ST3A1	116063	727	-76	231756	76944	26964	0	1	0	10	6	2771496	1	1
HS3ST5	217498	675	-8	205716	58128	87192	0	0	0	50	98	36219960	1	1
HS6ST3	105227	954	-3	279888	78456	149436	0	0	0	28	55	18626496	1	1
HSBP1	298486	673	-13	50652	11088	21924	0	0	1	3	3	696948	1	1
HSBP1L1	NaN	NaN	NaN	47880	11844	0	0	0	0	1	0	383544	1	1
HSCB	571394	219	-10	147588	36372	254772	0	0	0	21	30	16262232	1	1
HSD11B1	219540	222	15	179844	48216	329364	0	0	0	47	44	18192636	1	1
HSD11B2	1115833	153	42	231000	79968	91728	0	0	0	50	72	30681672	1	1
HSD17B10	920771	NaN	70	153804	49812	103572	0	0	0	50	104	22521576	1	1
HSD17B11	502611	417	16	181104	52500	351288	0	1	1	48	47	22363824	1	1
HSD17B12	432669	791	0	193452	53256	859824	0	0	2	7	9	2976876	1	1
HSD17B13	474615	417	8	182616	51492	289548	0	1	0	50	90	39159624	1	1
HSD17B3	293976	504	20	192360	53340	561456	0	0	3	32	61	22638168	1	1
HSD17B6	2637730	154	47	189756	54684	190764	0	0	0	50	84	31952592	1	1
HSD17B7	336864	396	12	209328	57792	334656	0	0	0	38	61	24741864	1	1
HSD17B8	1474628	377	24	157332	49308	568260	0	0	0	6	0	5846400	1	1
HSD3B1	422140	672	7	222348	63420	167832	0	0	0	12	15	5646732	1	1
HSD3B2	409405	720	3	221340	63672	160020	0	0	0	50	59	27171732	1	1
HSDL2	458381	341	17	261996	65352	435960	0	1	0	50	53	30274188	1	1
HSF4	1101399	150	46	303744	84588	421848	0	0	0	40	37	19544364	1	1
HSFX1	NaN	NaN	NaN	495600	149520	696024	0	0	0	2	0	1972488	1	1
HSFX2	NaN	NaN	NaN	495600	149520	696024	0	0	0	2	0	1972488	1	1
HSFY1	NaN	NaN	NaN	518952	143808	15120	0	0	0	50	154	57762180	1	1
HSFY2	NaN	NaN	NaN	518952	143808	15120	0	0	0	50	154	57762180	1	1
HSH2D	761374	298	42	208068	63840	92988	0	0	0	4	2	1333752	1	1
HSPA14	255871	306	35	311304	87360	593460	0	0	1	0	1	680820	1	1
HSPA1A	2509866	183	32	371364	113988	61236	0	0	0	42	29	20855016	1	1
HSPA1B	2509866	183	32	371364	113988	63756	0	0	0	42	29	20855016	1	1
HSPA1L	2509866	183	32	374304	112056	113904	0	0	0	42	29	20855016	1	1
HSPA4	637803	223	39	523656	130284	806652	0	0	2	8	9	4563300	1	1
HSPA4L	222085	352	31	525420	127764	1031184	0	0	0	3	0	2510088	1	1
HSPA6	741254	448	41	371112	115752	21924	0	0	0	50	79	28667268	1	1
HSPA9	1188562	205	52	413952	116256	781704	0	6	0	1	6	1047816	1	1
HSPB1	850568	195	53	119448	38304	69804	0	0	0	50	76	23554272	1	1
HSPB11	467936	174	27	93156	22008	225288	0	1	1	14	25	10498320	1	1
HSPB6	1151198	321	30	91476	32760	25200	0	0	1	5	22	3268944	1	1
HSPB7	886121	197	43	100128	31164	127260	0	3	0	1	3	262164	1	1
HSPC159	336405	452	17	105840	28980	242676	0	0	0	50	94	34620684	1	1
HSPE1	681973	428	29	62580	18312	219996	0	0	1	50	79	30342564	1	1
HTATIP2	168576	547	-6	186900	55020	198072	0	0	2	6	7	2418696	1	1
HTN1	59679	975	3	41244	7644	118944	0	0	0	37	53	16224516	1	1
HTN3	34716	965	-1	37212	7140	157752	0	0	0	50	80	27360480	1	1
HTR1A	3636	1003	-20	241080	78456	20160	0	0	0	50	78	24613932	1	1
HTR1D	956630	169	10	214956	70812	56196	0	0	0	50	79	25392108	1	1
HTR3D	1423268	375	38	305256	89124	126000	0	0	1	50	68	28148232	1	1
HTR4	89834	578	10	291480	82740	488880	0	0	0	0	0	571620	1	1
HTR5A	186338	603	-1	206388	65772	105588	0	1	0	50	80	25477788	1	1
HTR6	776287	266	32	244356	91056	123480	0	2	0	3	2	957516	1	1
HTRA1	252955	279	5	282828	88872	439488	0	0	0	10	10	4221504	1	1
HTRA2	1019591	315	50	260484	93576	701316	0	0	0	8	2	4868388	1	1
HTRA3	170889	242	52	267036	84252	283248	0	0	0	9	11	5069652	1	1
HTRA4	421614	428	42	280308	88368	428652	0	0	3	19	31	9869076	1	1
HUS1B	138359	674	23	158424	53004	61992	0	0	0	50	55	33303984	1	1
HVCN1	827901	194	41	167916	45276	280728	0	0	0	10	11	4268712	1	1
HYAL1	843769	206	51	254688	77952	96516	0	0	0	29	38	11984364	1	1
HYAL2	843769	206	51	275772	85596	120204	0	0	0	29	38	11984364	1	1
HYAL3	843769	206	51	242256	76776	368424	0	0	1	13	4	4840752	1	1
HYAL4	87602	443	-10	288624	78792	132804	0	0	0	50	63	28518000	1	1
ICA1L	600089	387	25	305172	75096	837396	0	0	0	1	3	1719816	1	1
ICAM1	1729517	200	31	307020	101976	238644	0	0	0	11	13	5911500	1	1
ICAM4	1729517	200	31	196056	36036	157500	0	1	0	16	20	7589064	1	1
ICMT	627248	240	31	167412	52584	226296	0	0	0	7	24	4659732	1	1
ICOS	122253	693	5	125328	30408	255780	0	0	0	2	5	1338036	1	1
ID1	741997	309	-33	93324	31668	76860	0	1	0	0	1	108528	1	1
IDH2	851518	192	38	277452	75600	395892	0	0	1	0	1	471492	1	1
IDH3G	2103463	NaN	30	251748	73584	541548	0	0	1	2	9	2030028	1	1
IDI2	338115	407	30	139524	36876	194796	0	0	0	22	36	14608440	1	1
IDO1	11280	520	7	248220	66276	313740	0	0	0	13	14	5822628	1	1
IDO2	11054	414	0	257292	71064	306180	0	0	2	15	17	5929896	1	1
IDS	179393	NaN	3	337596	94584	372204	0	0	3	0	3	466788	1	1
IER3	2199534	167	44	88368	31836	56700	0	0	0	50	57	23372160	1	1
IER3IP1	148377	504	8	50232	15036	106596	0	0	0	50	55	30472848	1	1
IFFO1	2764720	179	42	335664	100296	513828	0	0	0	20	24	13672428	1	1
IFI27	200295	605	47	70728	24024	110376	0	0	1	14	33	7987812	1	1
IFI27L1	200295	605	47	63588	20832	273168	0	0	1	4	6	1855644	1	1
IFI27L2	200295	605	47	77196	25872	158508	0	0	0	4	6	1855644	1	1
IFI35	1507064	201	26	171780	52752	240660	0	0	0	42	29	21389172	1	1
IFI44	85210	732	-5	271740	72744	341208	0	1	1	35	49	20211408	1	1
IFIT1B	253827	213	17	285936	74676	115416	0	1	1	7	5	1418592	1	1
IFIT3	253413	213	22	297864	76104	167076	0	1	0	50	79	32270700	1	1
IFIT5	253827	213	17	289716	76440	77616	0	1	0	21	17	6083448	1	1
IFITM1	1454043	344	48	74004	22260	111888	0	0	0	50	109	32755800	1	1
IFITM2	1454043	344	48	78960	23100	131796	0	0	0	50	109	32755800	1	1
IFITM3	1454043	344	48	78792	24024	128268	0	0	0	50	109	32755800	1	1
IFITM5	1463610	437	24	75684	26376	13608	0	0	0	29	37	12536916	1	1
IFNA1	242654	411	-6	113232	30912	57708	0	0	0	50	66	26040168	1	1
IFNA10	193208	498	-3	112812	31332	167832	0	0	0	50	82	22319640	1	1
IFNA13	232155	466	-14	114492	30912	39564	0	0	0	50	57	24957660	1	1
IFNA14	193208	498	-3	115332	28812	60480	0	0	0	50	82	22319640	1	1
IFNA16	193208	498	-3	113316	30828	54936	0	0	0	50	82	22319640	1	1
IFNA17	193208	498	-3	112980	31164	56700	0	0	0	50	82	22319640	1	1
IFNA2	232155	466	-14	112896	30492	50148	0	0	0	50	57	24957660	1	1
IFNA21	137739	498	1	113064	31080	53172	0	0	1	2	1	252756	1	1
IFNA4	137739	498	1	113064	31080	54936	0	0	0	50	75	21590100	1	1
IFNA5	232155	466	-14	114660	29988	34272	0	0	0	50	57	24957660	1	1
IFNA6	232155	466	-14	112812	30324	23436	0	0	0	50	57	24957660	1	1
IFNA7	193208	498	-3	113652	30492	47880	0	0	0	50	82	22319640	1	1
IFNA8	242654	411	-6	113568	30576	55440	0	0	0	50	66	26040168	1	1
IFNAR1	857199	179	81	346164	85764	453600	0	1	3	50	99	23425584	1	1
IFNAR2	861800	317	87	349020	90468	435456	0	0	1	10	10	5104932	1	1
IFNB1	144026	601	5	113904	28728	36792	0	0	0	50	87	25942644	1	1
IFNE	242654	411	-6	125244	32760	57960	0	0	0	50	66	26040168	1	1
IFNG	268405	717	-2	105168	24108	110880	0	0	1	29	54	18604404	1	1
IFNGR1	117339	309	35	297108	79632	252504	0	0	1	50	73	30432780	1	1
IFNK	NaN	NaN	NaN	129108	29400	34272	0	0	0	50	154	57666924	1	1
IFNW1	137739	498	1	115332	32844	49644	0	0	0	50	75	21590100	1	1
IFT122	848687	163	58	799512	209496	1651356	0	0	0	5	2	4948356	1	1
IFT140	1366033	256	35	887880	247380	1232280	0	0	1	3	3	2510844	1	1
IFT27	1235005	537	19	116424	30996	370188	0	0	0	32	33	14808360	1	1
IFT46	1359480	167	47	225288	54936	851256	0	0	0	5	5	3085488	1	1
IFT52	370278	303	11	274764	69468	699048	0	0	1	21	38	15213912	1	1
IGF1	186749	752	-3	137172	33936	306936	0	0	0	13	12	7229376	1	1
IGF2	837088	579	38	139776	43428	320796	0	1	0	5	11	1373568	1	1
IGF2BP1	820571	174	28	353976	97104	946764	0	0	1	3	3	3219972	1	1
IGF2BP3	494999	197	26	354060	98532	791280	0	0	1	10	12	5645136	1	1
IGFALS	1604603	288	36	359352	129024	6552	0	0	1	50	60	19338984	1	1
IGFBP5	573046	620	16	162960	46452	136584	0	0	1	50	68	27984936	1	1
IGFL2	1177162	249	28	85932	21924	85176	0	0	1	14	34	6324612	1	1
IGFL3	1177162	249	28	78120	20664	226044	0	0	0	34	47	15426012	1	1
IGHMBP2	575839	253	48	585984	180096	669312	0	0	1	20	20	10145184	1	1
IGJ	262444	609	19	98364	25620	186984	0	0	0	50	50	27883212	1	1
IGLL1	604420	399	31	127092	36708	87948	0	0	0	50	61	29815968	1	1
IGLL5	223193	631	29	124908	39648	52668	0	0	4	0	4	92316	1	1
IGLON5	368509	610	-9	197820	64008	121212	0	1	1	4	5	1087212	1	1
IGSF21	55390	692	31	276444	86436	469224	0	0	2	30	58	14779716	1	1
IGSF5	285788	762	-70	248220	68544	250488	0	0	1	50	66	23238264	1	1
IGSF6	NaN	NaN	NaN	147336	41160	348516	0	0	0	26	41	18642036	1	1
IHH	823105	324	37	235116	78876	48888	0	2	0	1	2	264600	1	1
IKBKAP	336944	471	9	829416	214620	1824228	0	0	0	0	0	2038848	1	1
IKBKB	514464	361	44	471492	121968	963900	0	0	3	36	43	18427500	1	1
IKZF1	160478	NaN	37	317604	82572	250236	0	0	1	50	77	25493580	1	1
IKZF2	55860	1226	19	327096	78372	349272	0	0	2	50	60	22941996	1	1
IL10	464449	357	29	111804	28056	249480	0	0	2	14	23	4794384	1	1
IL10RA	581910	576	49	342300	101976	279468	0	1	0	34	47	14714700	1	1
IL12A	422983	616	22	155316	42756	317520	0	0	0	29	43	14720748	1	1
IL12B	129528	415	27	203196	51576	294336	0	0	0	49	64	28564284	1	1
IL12RB2	454381	466	-4	524832	142716	801360	0	0	0	4	1	2264892	1	1
IL13	717582	349	30	88536	26124	118440	0	0	1	3	7	1830864	1	1
IL15	74660	679	5	105252	24024	325080	0	0	3	19	28	6637176	1	1
IL17A	313277	556	11	92316	28140	177660	0	0	0	49	56	28750260	1	1
IL17B	422727	380	28	108276	31584	126504	0	1	1	6	5	2193156	1	1
IL17C	802673	189	41	113316	38892	126504	0	0	0	23	18	8014104	1	1
IL17D	385825	434	29	114660	40824	12852	0	0	0	50	44	27757800	1	1
IL17F	313097	427	23	97944	28560	292320	0	0	0	18	27	15396696	1	1
IL17RE	950574	170	54	396228	124908	650412	0	0	2	5	10	2935212	1	1
IL18	389593	362	2	124488	27216	141372	0	0	0	50	39	25649316	1	1
IL19	466144	357	34	134316	34524	275940	0	0	1	14	15	8525076	1	1
IL1A	578617	298	38	169176	42504	335916	0	0	0	50	56	27777288	1	1
IL1B	578617	298	38	169092	41076	338436	0	0	0	50	56	27777288	1	1
IL1F10	672307	479	25	94164	25536	205884	0	0	1	34	56	15223656	1	1
IL1F5	672307	479	25	94668	27300	162540	0	0	2	18	32	7133196	1	1
IL1F6	611416	469	33	97104	25620	197568	0	0	1	13	19	5885628	1	1
IL1F7	590466	420	46	151032	36960	363888	0	0	0	13	22	7831488	1	1
IL1F8	641862	469	29	147924	36036	304668	0	0	1	17	17	9792804	1	1
IL1R1	232947	522	20	352464	88536	471996	0	1	1	50	72	27980568	1	1
IL1R2	215759	556	12	242172	68040	446796	0	0	0	1	0	1207920	1	1
IL1RL2	238921	541	8	353892	92652	521640	0	1	1	35	62	25049556	1	1
IL20RB	137627	421	9	189840	52080	415296	0	0	0	8	4	4080216	1	1
IL21	126588	388	2	102648	25620	198072	0	0	0	17	30	7359324	1	1
IL22RA2	124672	436	50	166740	38892	304668	0	1	0	31	54	15406272	1	1
IL23A	2869106	184	52	112644	34020	155484	0	0	0	50	90	32005512	1	1
IL25	1220624	456	31	107436	30912	148680	0	0	0	30	56	16919280	1	1
IL26	325920	623	5	108528	26040	171612	0	0	2	0	2	197652	1	1
IL28A	1838894	286	29	120036	37968	123732	0	0	0	50	85	27607608	1	1
IL28B	1838894	286	29	115080	38136	144648	0	0	0	50	85	27607608	1	1
IL28RA	840519	235	31	311892	88536	268128	0	0	0	3	2	2195508	1	1
IL29	1838894	286	29	117600	38892	225540	0	1	0	50	85	27607608	1	1
IL2RA	613453	373	40	172452	40992	429408	0	0	0	4	6	2835000	1	1
IL2RG	759088	NaN	27	227136	60144	243684	0	0	1	50	78	31930836	1	1
IL3	365169	484	35	93996	26208	200592	0	0	1	26	34	12828228	1	1
IL31	NaN	NaN	NaN	98700	28560	126252	0	1	1	1	2	526512	1	1
IL32	1626425	234	44	120540	29904	310464	0	0	1	50	66	22907892	1	1
IL33	355118	432	5	171528	39900	290052	0	1	3	3	8	1236144	1	1
IL34	884849	184	33	145992	42756	264348	0	0	1	47	67	26857824	1	1
IL3RA	NaN	NaN	NaN	242424	63756	498708	0	0	0	4	6	2763096	1	1
IL4	717412	356	59	94248	25704	215460	0	0	0	50	47	25430664	1	1
IL4I1	1676173	205	41	350364	107016	256284	0	0	1	50	66	26557440	1	1
IL5	713465	320	66	82404	23184	171612	0	0	0	50	54	24081288	1	1
IL6	948251	304	14	129108	35952	213444	0	1	0	50	73	25033092	1	1
IL7	52129	920	6	113316	26292	833112	0	0	1	4	8	3070536	1	1
IL9	489402	443	19	90552	23604	181692	0	1	0	33	39	14573328	1	1
IL9R	NaN	NaN	NaN	312480	90216	451584	0	0	0	4	6	2742432	1	1
ILDR2	261602	681	-9	383796	109620	478296	0	0	2	13	11	6316800	1	1
ILF3	2128709	224	33	556752	159180	953064	0	2	2	0	4	1112244	1	1
ILKAP	388991	248	29	243012	65184	576576	0	0	0	4	12	6333600	1	1
IMMP1L	124843	916	-4	104412	27384	226296	0	0	0	50	63	23528232	1	1
IMMP2L	67842	871	-7	108528	29568	396648	0	0	0	50	98	34860504	1	1
IMMT	872251	420	42	458136	129780	356076	0	0	4	10	15	4596900	1	1
IMP3	586224	231	34	104664	35196	24192	0	2	0	0	2	59388	1	1
IMP4	369510	593	29	176568	52752	335916	0	0	1	50	71	29780604	1	1
IMP5	369065	563	15	389508	128856	44352	0	0	0	32	47	20895252	1	1
IMPA1	160074	681	-1	216216	47628	315756	0	0	1	50	67	25804716	1	1
IMPDH2	1799657	241	41	315672	87780	471996	0	0	1	4	6	2475228	1	1
INCA1	1407967	231	28	144984	40236	300132	0	0	0	2	3	1928472	1	1
ING1	560003	274	51	274176	82908	88200	0	1	1	8	13	4274088	1	1
ING2	204597	227	15	171528	41916	34272	0	0	0	50	40	19747392	1	1
ING3	105792	514	7	264516	66864	645372	0	0	0	2	1	982296	1	1
ING4	2816983	210	61	161280	35280	389088	0	1	1	12	18	7133868	1	1
ING5	1323203	406	32	152460	37296	428400	0	0	0	8	6	5545428	1	1
INHA	548994	487	35	204456	74004	75348	0	1	0	48	98	28753116	1	1
INHBA	42008	671	-27	253512	70308	78876	0	0	0	50	59	19330752	1	1
INHBB	218512	446	15	234024	75936	43596	0	0	0	50	47	28550508	1	1
INHBE	1347802	194	32	197988	68376	129276	0	0	0	3	5	1853712	1	1
INO80C	368170	474	38	139272	39900	194796	0	0	2	1	4	1253700	1	1
INPP1	682366	401	33	239652	67788	257040	0	1	0	50	80	30190356	1	1
INPP5D	430468	259	37	628740	173124	677124	0	0	2	6	9	3967824	1	1
INPP5K	1371893	220	24	275940	74592	456120	0	0	0	14	16	8189496	1	1
INS-IGF2	837088	579	38	116760	39228	109116	0	0	0	50	72	21335328	1	1
INSIG2	190880	537	8	135912	38976	273672	0	0	0	20	30	13478724	1	1
INSL4	372067	616	20	82068	25284	53928	0	1	0	2	2	404376	1	1
INSL5	335045	692	-16	82320	22008	76104	0	1	0	1	1	329196	1	1
INSM1	226483	808	-9	283584	102732	11088	0	0	0	50	72	23047920	1	1
INTS4	577731	361	32	588840	162624	1127196	0	0	0	3	2	3117912	1	1
INTS5	2425755	248	51	566244	206388	42084	0	0	0	29	25	14201460	1	1
INTS6	219283	371	38	544908	145320	794304	0	1	3	50	89	29300292	1	1
INTS9	396951	403	42	403452	112392	797328	0	0	1	9	9	6427176	1	1
INTU	211890	437	-11	572292	155988	705348	0	2	2	19	26	11705400	1	1
IP6K1	1429151	191	43	264348	73836	323820	0	0	0	11	6	5325180	1	1
IPMK	153476	357	-28	253680	66612	319284	0	0	0	20	23	11048688	1	1
IPO11	176850	735	18	635712	161616	1179108	0	1	1	4	2	3048696	1	1
IQCA1	112916	599	11	511812	128520	726768	0	0	0	8	5	3782268	1	1
IQCD	417427	252	35	208572	56532	88956	0	1	0	30	44	16502976	1	1
IQCF1	1013177	370	39	124320	35448	202860	0	0	1	50	80	29913408	1	1
IQCF2	849777	453	39	100632	27132	159012	0	0	0	50	59	21861336	1	1
IQCF5	NaN	NaN	NaN	90804	23856	0	0	0	0	39	120	43804320	1	1
IQCF6	NaN	NaN	NaN	64008	18648	0	0	0	0	1	0	390348	1	1
IQCH	275948	360	31	656628	172956	1075284	0	0	0	1	0	1351644	1	1
IQCJ	170382	930	-11	107604	28980	195300	0	0	0	50	70	27525708	1	1
IRAK3	239871	696	4	368844	94080	936936	0	0	3	31	42	19737144	1	1
IRAK4	132735	558	-16	286944	72660	389340	0	0	1	45	77	29558508	1	1
IRF1	713465	320	66	204540	50988	461160	0	1	1	50	54	24081288	1	1
IRF2BP2	503819	149	31	333228	112812	58212	0	2	0	3	2	359436	1	1
IRGM	NaN	NaN	NaN	106512	30576	0	0	0	0	50	154	57633828	1	1
IRGQ	428891	209	-2	341460	132300	191520	0	0	0	25	31	16560936	1	1
IRS1	146164	493	-3	713412	227808	57960	0	1	0	50	92	28005096	1	1
IRX2	18983	986	-29	271656	89208	216720	0	2	2	2	6	728448	1	1
IRX6	130838	706	-26	260064	82908	252756	0	0	1	13	17	5518296	1	1
ISCA1	311398	417	8	78876	22428	171612	0	0	0	50	72	27185508	1	1
ISCA1P1	177047	815	-3	78372	23688	58968	0	0	0	50	74	20903148	1	1
ISCA2	749329	384	31	92652	28056	99540	0	0	2	0	2	127596	1	1
ISCU	437636	399	40	89712	23436	223776	0	0	0	50	79	35893200	1	1
ISG15	1971475	239	15	95592	31416	115164	0	0	0	11	26	6039432	1	1
ISG20	393645	605	14	107016	33600	104580	0	0	2	4	8	2288412	1	1
ISL2	289294	229	39	215208	62496	258804	0	0	0	28	38	13977600	1	1
ISM1	117713	704	-35	280224	76860	128772	0	0	0	50	116	28121184	1	1
ISOC1	38196	985	-2	176064	54516	189756	0	0	0	14	22	6681360	1	1
ISOC2	1048909	399	24	129780	43092	146916	0	0	0	31	54	20483652	1	1
ISPD	285724	921	-20	274680	76104	237132	0	0	0	18	38	12860316	1	1
ISX	234416	597	-76	144984	44016	178668	0	0	1	50	87	21889812	1	1
ISY1	1142757	352	44	181524	44772	556920	0	0	1	50	51	26795748	1	1
ISYNA1	1384225	259	42	328608	104076	198324	0	4	1	2	7	821688	1	1
ITGA3	1197823	210	20	663180	197148	928368	0	0	1	4	7	3144792	1	1
ITGB1BP1	624421	340	37	125748	32256	370440	0	0	0	50	56	27212976	1	1
ITGB1BP3	2173603	207	30	142380	38304	129780	0	0	0	39	87	17291736	1	1
ITGB3BP	130856	477	5	117348	25536	358848	0	0	1	5	8	1265544	1	1
ITGB6	227667	212	2	483840	127764	741888	0	3	1	31	62	16259124	1	1
ITGB8	207764	550	30	474600	120624	585900	0	1	0	50	70	34566924	1	1
ITK	266925	1180	30	386904	99204	833616	0	3	2	3	14	2977464	1	1
ITLN2	777836	441	19	201936	52080	401688	0	1	0	50	68	28934976	1	1
ITM2A	13949	NaN	29	160272	44352	136836	0	0	1	18	36	12841416	1	1
ITPKA	820644	237	37	269052	86772	89712	0	0	1	11	20	4247376	1	1
ITPRIPL2	799976	275	20	295008	110208	23688	0	0	0	50	72	27218184	1	1
IVD	880617	184	45	260652	73248	501732	0	1	5	3	8	1657152	1	1
IVL	59999	804	12	353892	90132	57708	0	0	0	50	49	25154724	1	1
JAGN1	950574	170	54	109284	30828	30744	0	0	1	7	13	3398304	1	1
JAM3	270247	601	6	214704	63000	552636	0	1	5	4	8	1586088	1	1
JDP2	758517	239	44	103908	31416	45360	0	0	0	50	81	29925000	1	1
JKAMP	168237	606	12	190176	51744	276948	0	0	0	32	32	15684480	1	1
JMJD7	NaN	NaN	NaN	192696	54516	204120	0	0	1	50	155	57861888	1	1
JOSD2	762018	517	35	109200	37716	225540	0	0	0	35	57	17667888	1	1
JRK	384374	412	23	346248	107100	36036	0	0	1	1	5	241248	1	1
JTB	2028800	222	34	90888	24276	283248	0	0	1	43	53	21371532	1	1
JUN	300720	419	5	190932	60060	58716	0	0	0	50	73	31461528	1	1
KAAG1	390563	612	-3	73500	16464	42084	0	0	0	50	54	22865472	1	1
KANK3	752886	204	7	468636	162876	173880	0	1	1	9	19	4921728	1	1
KANK4	280646	378	0	585816	176232	447048	0	1	3	1	4	726684	1	1
KARS	449343	354	18	399840	104664	683172	0	0	0	5	1	3875676	1	1
KATNB1	712945	168	34	397908	116172	650412	0	1	1	50	63	30227904	1	1
KAZ	163077	802	9	511812	152460	339948	0	0	0	3	2	2086140	1	1
KBTBD10	370890	418	22	364224	100212	280980	0	0	0	9	8	5345508	1	1
KBTBD11	NaN	NaN	NaN	345240	126504	0	0	0	0	50	154	57729756	1	1
KBTBD12	727461	390	49	378084	98196	172368	0	1	0	50	91	30598344	1	1
KBTBD13	688371	189	44	256032	90972	0	0	0	0	50	89	31250016	1	1
KBTBD2	373657	264	15	373044	100716	117180	0	0	0	50	77	29098524	1	1
KBTBD6	314264	337	66	395220	115080	47124	0	0	0	50	74	29216292	1	1
KBTBD7	314264	337	66	401604	116256	53676	0	0	0	50	74	29216292	1	1
KCMF1	926772	202	23	230076	64764	154224	0	0	0	50	71	28534968	1	1
KCNA5	160467	896	22	348012	116172	19908	0	0	0	50	75	29784888	1	1
KCNAB1	502198	782	4	351876	96936	1250928	0	0	2	19	23	11613588	1	1
KCNAB2	593369	271	22	230748	62580	562716	0	1	3	12	20	5874036	1	1
KCNAB3	1794630	337	33	247044	72240	695268	0	0	3	37	58	19837860	1	1
KCNC1	499802	582	19	349020	105084	74088	0	0	0	7	4	1776684	1	1
KCND1	834590	NaN	41	375396	119532	126504	0	0	0	43	70	25334652	1	1
KCNE2	410767	518	61	75684	19068	55188	0	0	0	50	45	18741156	1	1
KCNE3	633655	283	23	61068	18564	35784	0	0	0	50	84	34098708	1	1
KCNE4	279069	585	3	100128	30156	28728	0	0	0	50	92	32802000	1	1
KCNG1	449718	474	23	295344	95256	43596	0	1	0	7	15	4138176	1	1
KCNIP1	52578	618	31	165732	37380	680904	0	0	2	50	84	27088236	1	1
KCNIP2	865397	335	45	209748	55356	368928	0	0	0	18	21	12804288	1	1
KCNIP3	246871	498	14	182700	46116	445032	0	0	1	20	10	6795852	1	1
KCNJ11	454503	598	14	224784	70812	33768	0	2	0	0	2	104580	1	1
KCNJ16	32643	589	-53	249144	68628	46872	0	0	0	17	25	6978804	1	1
KCNJ2	31424	614	-44	253344	70224	37548	0	0	10	0	10	107772	1	1
KCNJ3	15788	1135	7	297024	84504	91980	0	2	0	3	9	1486716	1	1
KCNJ5	194422	602	1	248976	70560	185976	0	1	1	13	27	8986992	1	1
KCNJ6	253563	541	36	253428	70140	194292	0	1	1	12	19	5940984	1	1
KCNJ8	501891	984	-9	250236	73080	127008	0	1	0	1	1	293412	1	1
KCNK10	131280	834	-23	342972	97776	528192	0	0	1	40	58	23923368	1	1
KCNK15	890596	168	46	185220	66528	19404	0	2	0	1	2	218148	1	1
KCNK18	202100	640	4	228732	64092	159768	0	0	1	10	7	4490304	1	1
KCNK3	1198614	300	41	226044	73584	63756	0	0	0	50	65	29913996	1	1
KCNK4	1613996	257	65	225624	78288	220500	0	0	0	46	46	22142820	1	1
