gene	bin
PPCDC	9713
NIF3L1	1805
CCDC90B	7869
FASTKD5	11020
CCDC81	7884
HPSE2	7375
AASDHPPT	7967
BCL7A	8628
RNH1	7533
NYX	11739
AGBL5	1078
RNPEP	751
LDAH	1049
ELAC2	10193
ALX4	7728
GUF1	3065
SPCS3	3642
NAA35	6743
RINT1	5624
ABCE1	3499
SCOC	3478
KCNK15	11183
DHX35	11156
KLKP1	10976
CYB5RL	223
SNORD68	10137
MIIP	48
ATG101	8314
GAS5	623
PROK2	2316
PAPPA2	634
CELF6	9701
EEFSEC	2553
CELF5	10798
FKBP10	10278
SMAP1	4764
TRAPPC11	3676
ZFAND3	4632
C14orf93	9120
BCL9	518
SNORD15A	7833
TNFRSF17	9881
SNORD20	1944
SNORD21	398
RNY4	4804
RNY5	8284
ROBO1	2345
ROBO2	2333
ROCK1	10514
ROM1	7782
RORA	9648
RORB	6692
RORC	526
ROS1	4970
HCN2	10787
RP9	5355
RP1	6081
RP2	11763
RPGR	11725
OPN1SW	5730
RPA1	10145
RPA2	108
RPA3	5240
RPE	1846
RPE65	288
RPL3	11510
RPL3L	9837
RPL4	9675
RPL5	398
RPL6	8585
RPL7	6166
BCR	11440
RPL7A	6951
RPL8	6490
CTXN3	4248
HIGD1C	8309
RPL9	3041
RPL10	12162
RPL11	92
RPL12	6926
RPL13	10137
RPL15	2100
RPL17	10645
RPL18	10967
RPL18A	10855
RPL19	10267
RPL21	8710
RPL22	22
RPL23A	10229
MRPL23	7539
RPL24	2434
RPL26	10173
RPL27	10283
RPL30	6276
RPL27A	7566
RPL28	10993
RPL29	2226
RPL31	1373
RPL32	2050
RPL34	3338
RPL36AL	9240
RPL37	3884
RPL37A	1875
RPL38	10413
BCS1L	1885
RPL39	12022
RPL41	8331
RPL36A	11945
RPLP0	8621
RPLP1	9689
BCYRN1	11836
RPLP2	7534
MRPL12	10444
MRPS12	10930
RPN1	2555
RPN2	11148
RPS2	9837
RPS3	7833
RPS3A	3526
RPS4X	11839
FAM229B	4947
ZNF704	6199
RPS5	11006
LINC01298	6264
LINC00589	5980
MBOAT4	5982
SCARNA9	7912
RPS6	6578
LINC00051	6479
SNORD74	623
SNORA27	8710
RPS6KA1	103
SNORA21	10265
MIR483	7540
MIR484	9893
MIR486-1	6034
MIR487A	9474
MIR455	6866
SNORA3A	7566
SNORD72	3884
SNORA52	7534
SNORD2	2817
SNORA4	2817
SNORA41	1829
SNORD95	4486
SNORD96A	4486
RPS6KA2	5195
RPS6KA3	11644
RPS6KB1	10353
RPS6KB2	7802
RPS7	970
RPS8	182
RPS9	10990
RPS10	4617
RPS11	10971
RPS12	5041
RPS13	7604
RPS14	4351
RPS15	10790
RPS16	10932
BDH1	2865
RPS19	10942
RPS20	6088
RPS21	11263
RPS23	4042
RPS24	7287
BDKRB1	9451
RPS25	8026
RPS26	8331
RPS27	536
RPS27A	1206
RPS28	10818
RPS29	9239
RRAD	10040
RRAS	10971
RRBP1	11087
RREB1	4517
BDKRB2	9451
RRM1	7547
RRM2	1000
RTKN	1293
RS1	11637
RSC1A1	60
CLIP1	8629
RSU1	7046
RTN1	9284
RTN2	10954
RXRA	6955
RXRG	585
RYK	2579
RYR1	10928
RYR2	905
RYR3	9529
BDNF	7652
S100A1	534
SORT1	468
S100A2	534
S100A3	534
S100A4	534
S100A5	534
S100A6	534
S100A7	534
S100A8	533
S100A9	533
S100A10	527
S100A11	527
S100A12	533
S100A13	534
S100B	11421
S100P	2894
SAA1	7610
SAA2	7609
SAA3P	7609
SAA4	7609
SAFB	10808
SAG	1952
ACSM3	9907
SALL2	9114
SALL1	9968
MAPK12	11559
SARS1	467
TSPAN31	8338
SLC22A23	4500
SAT1	11660
BCORL1	12065
CELA2A	59
SATB1	2075
SBF1	11560
MSMO1	3591
SC5D	8037
BFSP1	11087
ATXN1	4559
ATXN2	8582
ATXN7	2280
ATXN8OS	8904
SERPINB3	10709
SERPINB4	10709
SCD	7383
BGLAP	545
CLEC11A	10976
SCML1	11633
SCN1A	1646
SCN1B	10914
SCN2A	1642
SCN2B	8023
SCN3A	1642
SCN4A	10369
BGN	12159
SCN4B	8022
SCN5A	2167
SCN7A	1648
SCN8A	8312
SCN9A	1647
SCN10A	2167
SCNN1A	8128
SCNN1B	9914
SCNN1D	2
CEACAM1	10945
SCNN1G	9913
SCO1	10183
SCP2	217
SCT	7533
SCTR	1442
SRL	9846
CCL1	10251
CCL2	10250
CCL3	10258
BHMT	4028
CCL4	10258
CCL5	10257
CCL7	10250
CCL8	10250
CCL11	10250
CCL13	10250
CCL14	10258
CCL15	10258
BICD1	8240
CCL16	10258
CCL17	9996
CCL18	10258
CCL19	6647
CCL20	1928
CCL21	6647
CCL22	9996
CCL23	10258
CCL24	5498
BID	11425
CCL25	10817
CXCL6	3182
CXCL11	3191
CXCL5	3182
XCL1	599
CX3CL1	9996
BIK	11526
SDC1	1047
SRR	10147
BCAN	547
SDC2	6270
SDC4	11186
SDCBP	6099
CXCL12	7148
ABHD4	9119
MRPL17	7557
PKNOX2	8055
FAM204A	7465
SDF2	10228
SDHA	3705
RNF123	2216
THADA	1151
UBE2O	10422
VIPAS39	9364
PIEZO2	10499
HEATR6	10353
SH2D4A	5932
NSUN3	2399
PRDM1	4921
FAM111A	7767
DUSP21	11754
MANBAL	11149
GPATCH3	104
NAPB	11114
SDHC	568
SLC17A9	11266
LINC01590	4838
BLOC1S5	4521
ELMO2	11191
GALNT11	5826
SDHD	7994
ZBED8	4396
CHTF18	9832
TNN	628
CIDEC	2036
ZNF335	11189
ANKEF1	11052
CHP2	9916
XPNPEP3	11517
LINC01749	11266
MRPS14	628
STEEP1	12021
MCUR1	4548
ZNF667	10998
PCIF1	11188
FAM217B	11252
NECAB3	11133
DMRTC2	10942
DMRTB1	220
DMRTA2	207
DMRTA1	6592
SEC13	2038
CLSPN	142
SEC14L1	10425
TP53AIP1	8072
KIF13A	4566
NEUROG2	3355
NEUROD6	5349
PRDM16	9
PRDM15	11400
PRDM14	6151
FIGNL1	5432
SECTM1	10447
ANO3	7646
TRAPPC2	11615
BLK	5900
SEL1L	9383
PCGEM1	1768
MYO1G	5407
SELE	604
SELL	604
SELP	604
SELPLG	8569
SEMA3F	2218
SEMG1	11185
TSPYL2	11781
RBM26	8947
PRSS22	9840
OXCT2	160
PERP	5065
MMP27	7952
NPAS3	9165
SEMG2	11185
CDH23	7257
C19orf33	10928
LHPP	7493
SLC28A3	6736
RBKS	1081
PBLD	7243
GOLPH3	3847
CLSTN2	2604
MCCC2	3994
SNX16	6205
GAL3ST2	1991
POPDC2	2516
SAMSN1	11274
SMOC1	9331
SMOC2	5202
GFRA4	11023
EPB41L4A	4177
PARVG	11531
BLM	9778
ELSPBP1	10965
LRRC4	5727
TNMD	11942
CENPK	3976
NPFFR1	7252
RTP4	2820
MAGEF1	2808
NPVF	5321
MOAP1	9437
TMBIM1	1884
VSIR	7259
SLC39A8	3309
DUS1L	10445
RRAGC	156
FN3K	10448
ADGRL4	336
NOD2	9966
TINAGL1	123
LIN7B	10969
XYLT1	9896
XYLT2	10310
ZNF674	11761
IFIH1	1628
SLC7A11-AS1	3468
LINC00616	3468
CCNYL6	10870
ABCG4	8027
ACOT1	9347
ACOT6	9347
NRON	6922
SELENOP	3893
RBSN	2060
SNORA19	7468
PDF	10051
TSC22D1-AS1	8790
KIF9	2206
C17orf75	10241
SELENOW	10964
NCAPG	2941
MGAT4EP	755
KC6	10608
LEF1-AS1	3336
MAP2K4	10189
SNHG6	6137
SNORD87	6137
TMEM91	10940
HEPN1	8053
ERAP2	4109
NECAB1	6244
CARD9	6964
ECSCR	4301
OSGEPL1	1754
DPEP2	10045
LOC641746	5464
P3H1	173
SET	6932
DPEP3	10045
EDDM3B	9111
SETMAR	2011
SEPTIN7P2	5411
BLMH	10235
IRF2BPL	9362
POPDC3	4916
SFPQ	139
MMS19	7370
LHX5	8590
DNAJC1	7067
TFB2M	946
SEMA4A	545
PJA1	11828
SFRP1	6032
STRA6	9710
ROBO3	8053
TOR3A	646
MLST8	9838
HERPUD2	5365
ATL2	1129
FAM110C	954
ZNF876P	2867
SFRP2	3539
MS4A6A	7771
MS4A5	7772
MIR4500HG	8983
PDLIM2	5947
ISL1-DT	3912
ADARB2-AS1	6977
SFRP4	5375
ABCG5	1154
ABCG8	1154
MROH6	6486
SFRP5	7371
MIR205HG	782
AKAIN1	10473
SRSF1	10345
RAD21L1	11012
SRSF2	10424
SRSF3	4626
ZNF487	7144
TENT4B	9963
ARHGEF28	4003
RAB17	1972
CPSF4L	10408
LINC00205	11415
SPATA42	466
ZSCAN31	4611
SRSF4	113
CIBAR1-DT	6255
INSYN2A	7504
FLVCR1-DT	798
FAM163B	6952
GRIK1-AS1	11344
TMEM232	4169
CXCR5	8026
SRSF5	9330
SMIM5	10419
SLED1	3681
C11orf97	7915
SRSF6	11177
SMIM15	3957
CYMP	473
NOC3L	7356
FBRS	9938
SRSF7	1131
RNF25	1885
LOC643201	4467
SOX17	6081
GRXCR2	4330
TMEM72	7150
NSD1	4470
MAP1LC3B2	8605
COP1	632
LMBR1	5844
XPO4	8682
SFSWAP	8672
KIAA0754	158
NFKBIZ	2435
ARHGAP9	8337
RNASE2CP	9111
C15orf62	9562
LOC643339	8499
LINC01750	480
BTBD18	7761
TMEM253	9112
TARDBPP3	1975
SPINK9	4341
TRA2B	2813
PURPL	3826
LOC643406	11031
LIPK	7331
LIPN	7331
HS1BP3	1049
AZI2	2120
TSG1	4867
HIF3A	10958
LOC643441	485
BRDTP1	11923
LINC00865	7336
DSEL-AS1	10727
NXN	10141
RNF224	6968
LINC02523	5008
SLC35G6	10169
CCER2	10930
CCDC168	9054
PAFAH1B2P2	8520
CASC16	9974
SCGB1B2P	10912
LYPLAL1-DT	827
CASP4LP	7962
SIL1	4298
TRAF3IP2-AS1	4944
IKZF4	8331
IKZF5	7486
CHST8	10908
LINC02453	8523
MPHOSPH10P1	9978
KRTAP24-1	11347
KRTAP27-1	11347
PGA3	7776
ZFP62	4484
PGA4	7776
TMPPE	2142
CTAGE9	5036
MMP25	9841
CBLN3	9126
GREM2	921
SFTPB	1344
RNF222	10173
PRR21	1983
CRNDE	9985
ZMAT3	2783
GMCL1	1272
GMCL2	4473
TMEM88B	2
ZNF106	9569
PALS1	9319
FNDC10	3
HHIP	3497
BLVRA	5402
SFTPC	5945
AKTIP	9978
CDH24	9121
C18orf63	10759
CDH22	11190
RPS14P3	74
RGS18	706
GLYCAM1	8325
GALNT17	5487
SDHAF1	10919
KLHL25	9756
ARL14EPL	4195
ARAP3	4310
GZF1	11113
PIRT	10184
EXOC1L	3102
WIPF3	5342
BCRP3	11446
DRGX	7160
TMEM267	3895
TMEM168	5657
LOC644189	10920
MTMR14	2035
NR2F2-AS1	9803
SGCA	10309
SUSD1	6856
DCLRE1C	7038
ATG3	2484
INF2	9490
LINC00622	514
SNCA-AS1	3253
POLR1E	6659
SUDS3	8613
TTC31	1293
CIAO3	9831
ZDHHC6	7438
SGCB	3085
PCNX4	9287
ACTR6	8531
MT1IP	9993
MRPS25	2060
LINC00244	5844
NOM1	5846
ZCCHC18	11954
SGCD	4375
TMEM30CP	2427
DNAI2	10413
SGCG	8692
RPL13AP6	7431
NKX2-4	11104
SMIM10	12087
LOC644554	10926
SMIM10L2B	12088
SGK1	5047
APOOP5	10007
LOC644656	7569
RAD21-AS1	6363
CLDN25	8002
LIMD1-AS1	2199
TMPRSS11GP	3156
CSMD1	5867
SGSH	10437
PAK6-AS1	9559
LINC01829	1260
PHGR1	9560
LINC01184	4249
MEIG1	7038
SGTA	10796
LINC00235	9831
LOC644936	4033
RASSF10	7586
ACTG1P20	106
TNRC18P1	3480
TPSB2	9834
THRB-AS1	2103
PIK3CD-AS1	38
BLVRB	10937
SH3BGR	11389
CPEB1	9745
SH3BGRL	11872
CLRN2	2940
CCNI2	4271
CBX3P2	10462
TEKT3	10204
LINGO3	10794
SH3BP2	2878
LINC00693	2121
EIF3J-DT	9576
MNX1-AS1	5846
ITSN1	11362
LINC00461	4070
SNRPD2P2	880
MIR3976HG	10476
TMEM200C	10477
FUT8-AS1	9310
ARRDC5	10805
LINC01625	5072
SH3GL1	10803
SEPTIN7P14	3385
FAM238A	7089
LHFPL3-AS1	5621
SH3GL2	6570
WFDC21P	10354
FLJ42627	9839
ASH1L-AS1	543
POU5F1P4	542
RPL13AP3	9267
LINC00520	9267
SH3GL3	9748
ZNF890P	5233
MT1HL1	905
GOLGA6FP	9726
ALDH8A1	5051
ANKRD36BP2	1351
NDST4	3366
CLEC7A	8141
CCDC154	9835
GPR135	9284
SEBOX	10227
TMEM14EP	2661
MAGEB17	11626
RPS7P5	919
S100A7L2	534
LINC01822	1054
TTTY15	12180
RPS18P9	5118
SPATA31C2	6753
MOSPD3	5606
GIGYF1	5606
NAP1L6P	11841
BNC1	9747
PLA2G2F	76
VPS16	11019
CBY3	4479
ADORA2A-AS1	11446
RAET1K	5120
POM121L10P	11446
SHB	6661
LINC00643	9296
LRRC77P	2732
C16orf90	9843
SHBG	10169
BASP1P1	8691
LINC01704	554
AZGP1P1	5603
LINC00607	1871
SHC1	540
TPTE2P1	8700
EBF2	5962
SPINK8	2210
MFSD14A	430
ARIH2OS	2213
C19orf67	10840
LOC646471	100
FABP9	6203
FABP12	6203
C3orf84	2214
FAM90A27P	10986
CSRNP1	2169
HHIP-AS1	3497
IGF2BP2-AS1	2812
C4orf51	3502
URAD	8714
BCL10-AS1	364
SBK2	10994
SYNDIG1L	9350
NIPBL-DT	3866
LOC646736	1920
LOC646762	5341
ZAR1L	8733
FBXW4	7388
LOC646813	7748
FAM227A	11507
RNF225	11006
GORASP1	2169
SH2D7	9727
SHH	5840
LOC646903	2650
CTAGE1	10519
LOC646938	9729
PRSS56	1948
HRCT1	6652
LINC00598	8771
TMPRSS3	11402
LOC646999	5383
YY1P2	1521
C6orf132	4651
PA2G4P4	2681
COPS7B	1945
STMP1	5760
NUCKS1	768
LINC01192	2710
HS3ST6	9837
PDIA2	9830
C13orf42	8819
SERPINE3	8820
UNKL	9834
RPS16P5	4702
SHMT2	8336
ASCL5	747
RD3L	9486
CTAGE11P	8928
GMNC	2836
TEX22	9493
LINC02026	2850
LINC00254	9837
SHOX2	2687
WDR13	11769
SMAP2	162
METTL17	9111
ACBD3	856
MFSD1	2690
PLPPR2	10829
SMURF2	10371
CCDC136	5730
SMYD3	942
RUSF1	9942
ATPAF1	190
MTARC1	834
TNS3	5418
SI	2718
FHIP2B	5945
PARP12	5780
GAREM1	10565
ZNF574	10943
CREB3L2	5770
S100PBP	129
IPPK	6771
MEAF6	150
SIAH1	9955
CCDC14	2535
ILRUN	4617
ENGASE	10434
PCED1A	11019
C11orf1	7994
FNDC3B	2750
MTHFSD	10123
SIAH2	2654
MICAL1	4935
CERK	11543
AEN	9769
RBM15	472
CRTC3	9777
GINS3	10001
TBC1D15	8401
EPS8L2	7534
LMF1	9832
EXO5	163
IFT22	5608
CEP85	101
DDX31	6948
MIR924HG	10597
NORAD	11144
DEPTOR	6376
IQCH	9678
BMI1	7070
ST6GAL1	2818
EFCAB6	11528
ARV1	878
NMNAT1	39
P2RY12	2656
IL25	9122
CYP3A43	5603
ST3GAL1	6439
ST3GAL2	10053
ELOVL1	176
KLC2	7797
FNDC4	1080
FBXL17	4158
ST3GAL4	8060
GNPNAT1	9254
ISL2	9719
MARCHF7	1617
SPATA20	10311
YTHDC2	4184
SLC13A3	11191
ETNPPL	3338
TUT1	7782
AIDA	843
USP46	3087
NIBAN2	6927
VWA1	2
PLEKHG2	10932
DCLRE1B	488
NABP1	1763
ARMCX5	11948
METTL4	10462
RFX7	9628
CDCP1	2196
LL22NC03-63E9.3	11438
ST3GAL3	177
PPP1R3G	4508
PCDH20	8864
ST8SIA1	8195
PAPOLG	1231
C12orf43	8624
LOC648987	3894
BMP1	5946
PMEL	8331
LPIN3	11168
RANBP17	4444
AGXT2	3858
STIL	192
LOC649133	8032
BCL11B	9465
SIM1	4895
CASD1	5580
LRRC19	6613
SLC30A5	3992
CCDC71	2214
RASAL3	10845
CES5AP1	11441
TTC23	9817
MRPL14	4660
SIM2	11376
YWHAEP1	5463
SIPA1	7795
STAG3L4	5470
NT5DC2	2228
DLGAP1-AS1	10466
CENPH	3993
MRPS26	11020
SIX1	9289
MRPS24	5403
SIX3	1159
MRPS15	145
MRPS11	9768
MRPS9	1392
MRPS6	11364
MRPS5	1353
SKI	5
MRPL41	6970
MRPL40	11428
MRPL38	10420
MRPL36	3712
SKIL	2743
MRPL34	10853
MRPL32	5399
RPL23AP64	8026
BMP2	11036
SKP1	4277
MRPL11	7798
MRPL9	526
MRPL1	3199
NDRG4	10001
SLC26A6	2212
SLC26A10	8338
PINK1	79
SKP2	3863
SLA	6437
SLAMF1	565
SLC1A1	6510
REEP1	1347
GPBP1	3938
ACD	10043
RAPH1	1816
SLC1A2	7687
CDK15	1809
TMEM237	1808
BEND3P3	7294
NBEAL1	1814
ABCA17P	9838
GAS6-AS1	9104
SLC1A3	3865
CFLAR-AS1	1806
MIPEPP3	8684
SLC4A3	1890
MRPL44	1910
VPS33A	8629
NOL6	6642
TMEM135	7886
SLC1A4	1250
JMJD4	863
KRI1	10826
BMP3	3214
SLC1A5	10960
MARCKSL1	127
UPF3B	12022
SLC1A6	10843
UPF3A	9105
RSRC2	8630
SLC1A7	218
INTS3	535
WNK1	8103
SLC2A1	174
ZKSCAN8P1	4610
SLC2A2	2746
FLJ38576	3687
SLC2A3	8135
SLC2A4	10168
ANKRD33B	3753
SLC2A5	35
SLC3A1	1156
BMP4	9259
SLC3A2	7783
SLC4A1	10288
PCDH15	7177
SLC4A2	5821
NADK	3
LOC652276	9839
SLC5A1	11478
SLC5A2	9942
ZFP69B	163
SPATS2	8302
ZSWIM4	10839
SMTN	11474
CPLANE1	3867
ZNF649	10981
MPPE1	10504
SLC5A3	11364
COA7	216
PYCR3	6486
UBE2Z	10304
C8orf33	6491
WNK4	10282
WNK3	11785
WNK2	6774
SLC5A4	11479
SLC5A5	10855
SLC6A1	2042
SNORA48	10169
SNORD10	10169
CASTOR1	11471
LRRC37A5P	6854
SKOR2	10634
UCA1	10847
BMP5	4713
SLC6A2	9989
SLC6A3	3710
ZBTB8A	127
FAM228A	1065
GPR199P	139
RPSAP9	6700
OR1D4	10151
TRIM43B	1354
SLC6A4	10235
KRTAP4-11	10275
PRB2	8146
SLC6A6	2057
ASAH2B	7163
KIAA0895L	10041
GSTTP2	11444
SLC6A7	4349
AQP12B	1986
SRGAP2C	769
MRPL45P2	10297
AFDN-DT	5199
LGALS7B	10930
SLC6A8	12160
SFTPA1	7294
GPR89A	516
DUX4L6	3704
PHLDB3	10946
SLC6A9	179
GOLGA6C	9714
GOLGA6D	9714
TBC1D3P1-DHX40P1	10353
LOC653653	10354
MBD3L4	10814
MBD3L3	10814
SEC1P	10967
LOC653712	2556
SLC6A11	2041
BMP6	4520
SLC7A1	8721
SLC7A2	5924
ZNF732	2867
SLC8A2	10962
SNORA8	7912
SNORA75	1944
SNORA13	4178
NME1-NME2	10314
LRTM2	8107
SNHG20	10425
FER1L6	6395
SLC7A4	11434
IQCJ	2691
SLC8A1	1137
SLC8A3	9331
PCP4L1	568
SLC9A1	105
MFF-DT	1925
SLC9A2	1381
BMP7	11239
SLC9A3	3706
SLC9A5	10042
SLC10A1	9330
SLC10A2	9055
SLC11A1	1884
SLC12A1	9592
SLC12A2	4250
SLC12A3	9994
BMP8B	160
SLC12A4	10045
SLC13A1	5705
SLC14A1	10628
SLC15A1	9035
SLC15A2	2526
SLC16A1	484
SLC16A2	11846
SLC17A1	4602
SLC34A1	4471
BMPR1A	7325
SLC18A1	5936
SLC18A2	7460
SLC18A3	7161
SLC19A1	11416
SLC20A1	1413
SLC20A2	6038
SLC25A1	11427
SLCO2A1	2577
SLCO1A2	8191
BMPR1B	3276
SLC22A1	5166
SLC22A3	5167
SLC22A2	5166
SLC22A4	4269
SLC22A5	4269
SLIT1	7368
SLIT3	4434
SLN	7975
BMPR2	1811
SLPI	11186
SNAI2	6056
SMARCA1	12063
SMARCA2	6499
HLTF	2646
SMARCA4	10827
STK33	7565
PLEKHA3	1703
PHACTR4	110
SMARCB1	11443
BRD9	3708
CAPRIN2	8234
ZSCAN18	11005
GRAMD2B	4242
AACS	8642
ZBTB10	6199
KCTD14	7845
ZNF747	9938
DLK2	4657
SMARCC1	2207
ANTKMT	9831
FUNDC2	12164
DDRGK1	11021
MRPS34	9836
RASL11B	3089
ZFTA	7786
BMX	11623
TMEM108	2573
CYP4F12	10846
LYNX1	6482
CHID1	7534
TRAK2	1807
SMARCC2	8332
SMARCD1	8305
SMARCD2	10368
SLC2A11	11443
MTMR9	5899
BOLL	1790
SMARCD3	5822
SMARCE1	10273
SMO	5732
SMPD1	7556
POLR3D	5946
SMPD2	4935
SMS	11652
SUMO3	11413
SUMO2	10417
SIGLEC1	11023
SNAI1	11207
SNAP25	11053
SNAPC1	9294
SNAPC2	10816
SNAPC3	6560
BNIP1	4454
SNCB	4468
SNAPC4	6964
SNCA	3253
FSCN1	5235
SNRNP70	10969
SNRPA	10938
SNRPA1	9826
SNRPB	11017
SNRPB2	11083
BNIP2	9644
SNRPC	4618
SNRPD1	10516
SNRPD2	10955
SNRPD3	11446
SNRPE	759
SNRPF	8511
SNRPG	1274
SNRPN	9502
BNIP3	7526
SNTA1	11132
SNTB1	6379
SNX1	9665
SNX2	4226
SNTB2	10050
SOAT1	647
MIR539	9474
MIR545	11845
MIR376A2	9474
MIR487B	9474
MIR542	12085
HSP90AB4P	9640
SOD1	11353
SOD2	5164
SOD3	2973
BNIP3L	5965
CAPN15	9831
SON	11362
SORD	9578
SORL1	8038
SOS1	1132
SOS2	9242
SOX1	9096
SOX2	2795
SOX3	12109
SOX4	4583
BOK	1990
SOX5	8201
SOX9	10403
SOX10	11505
SOX11	980
SOX15	10169
SOX12	11008
SP1	8320
SP2	10299
DST	4716
SP3	1682
SP4	5304
SP100	1939
SPAG1	6286
UAP1	572
SPAG4	11142
SPAM1	5708
SPARC	4356
FOXL2	2600
SPAST	1101
SPG7	10136
SPI1	7742
SPIB	10974
BPGM	5756
SPINK1	4339
SPINK2	3106
SPINT1	9562
SPP2	1955
SPOCK1	4290
SPP1	3245
SPR	1286
SPRR1A	532
SPRR1B	532
BPHL	4499
SPRR2A	532
SPRR2B	532
SPRR2C	532
SPRR2D	532
SPRR2E	532
SPRR2F	532
SPRR2G	532
SPRR3	532
SPTA1	556
SPTAN1	6931
BPI	11153
SPTB	9307
SPTBN1	1203
SPTBN2	7799
SQLE	6400
SRC	11149
SRD5A1	3735
SRD5A2	1098
SRI	5551
AKR1D1	5771
SRD5A1P1	12105
BRCA1	10283
SREBF1	10211
SREBF2	11521
SRF	4656
SRM	44
SRMS	11269
SRP9	855
SRP14	9558
SRP19	4181
SRP54	9174
BRAF	5783
SRP68	10421
SRP72	3105
SRPK1	4623
SRPK2	5622
SRPRA	8059
RO60	710
SSB	1663
SSBP1	5787
ITPRID2	1718
SSR1	4518
SSR2	544
SSR3	2680
SSR4	12161
SSRP1	7759
BRCA2	8733
SST	2821
SSTR1	9188
SSTR2	10408
SSTR3	11501
SSTR4	11112
SSTR5	9833
SSX5	11768
BRDT	394
SS18	10536
DENND2B	7566
ST13	11517
ST14	8078
STAC	2157
ZFP36L1	9326
STAR	6018
STAT1	1760
STAT2	8332
STAT3	10280
STAT4	1760
STAT5A	10280
SCARNA3	632
SCARNA20	10354
STAT5B	10280
SCARNA21	10171
SCARNA18	4045
SCARNA2	467
SCARNA7	2698
SCARNA17	10646
SCARNA22	2875
SCARNA4	544
SCARNA6	1952
SCARNA23	11664
SCARNA1	108
SCARNA5	1952
SCARNA8	6577
SCARNA12	8131
SCARNA15	9745
LINC00488	2469
SCARNA11	8129
SCARNA16	10425
SNORA2A	8299
SNORA2B	8299
SNORA5B	5408
SNORA5C	5408
SNORA7B	2559
SNORA9	5407
SNORA11	11788
STAT6	8335
SNORA12	7382
SNORA14A	5499
SNORA14B	897
SNORA15	5457
SNORA17A	6966
SNORA18	7912
SNORA20	5164
SNORA23	7569
SNORA24	3382
SNORA26	3088
SNORA28	9484
SNORA29	5164
SNORA30	9939
SNORA31	8793
SNORA2C	8299
SNORA35	12000
SNORA36A	12163
SNORA36B	832
SNORA37	10667
SNORA71E	11154
SNORA40	7912
SNORA80E	544
SNORA17B	6966
SNORA44	111
SNORA3B	7566
SNORA46	10002
SNORA47	4019
SNORA49	8673
SNORA50A	10002
SNORA51	11018
SNORA53	8524
SNORA54	7544
SNORA55	159
SNORA56	12163
SNORA58	2567
SNORA61	111
SNORA71C	11154
SNORA71D	11154
SNORA74B	4454
SNORA50C	10370
SNORA77	759
SNORA78	9837
SNORA79	9382
SNORA80A	11356
SNORA81	2817
SNORD1A	10423
SNORD1B	10423
SNORD1C	10423
SNORA59B	50
SNORA59A	10215
STATH	3165
ZFP36L2	1151
STAU1	11203
STC1	5953
HSPA13	11273
SULT1E1	3164
ELOVL4	4805
STIM1	7546
CD27-AS1	8129
NEK4	2229
STK3	6278
STK4	11184
AURKA	11235
AURKAP1	832
CDKL5	11636
STK10	4449
STK11	10789
AURKC	11001
BRS3	12092
STRN	1122
STX1A	5493
STX3	7769
STX4	9940
STX5	7783
STXBP1	6927
STXBP2	10815
STXBP3	465
STYX	9253
SULT1C2	1405
BSG	10787
SULT2B1	10967
SUOX	8331
SULT2A1	10964
SUPT4H1	10347
SUPT5H	10932
BST1	2931
SUPT6H	10228
SUPV3L1	7247
ABCC8	7606
SURF1	6951
SURF2	6951
SURF4	6951
MED22	6951
SURF6	6951
SUV39H1	11769
BST2	10854
SVIL	7101
VAMP1	8129
VAMP2	10172
XCL2	599
SYCP1	492
BTC	3186
SYK	6763
SYN1	11766
SYN2	2046
SYP	11771
SYPL1	5626
SYT1	8434
BTD	2062
SYT4	10616
SYT5	10992
TBXT	5193
TAC1	5594
TACR2	7248
TAC3	8335
TACC1	6021
ADAM17	997
TACR1	1295
KLF9	6673
TACR3	3315
TADA2A	10262
TAF1	11837
TAF2	6376
TAF4	11262
TAF4B	10537
TAGLN	8018
TAF5	7396
TAF6	5604
TAF7	4309
KLF5	8918
TAF9	3993
TAF10	7557
TAF11	4619
TAF12	111
TAF13	467
MAP3K7	4852
TAL1	192
TAL2	6827
TALDO1	7534
BTF3	4003
TARBP1	894
TARBP2	8320
TARS1	3853
TAT	10056
TBX1	11430
BTF3P11	8936
CNTN2	765
TAFAZZIN	12162
TBCA	4022
TBCC	4654
TBCD	10448
TBCE	898
SERPINA7	11963
TBL1X	11595
TBX2	10359
TBX5	8594
TBX15	511
TBXA2R	10799
TBXAS1	5779
TCEA1	6078
TCEA2	11271
TCEA3	91
SNORD9	9113
SNORD12	11203
SNORD11	1811
SNORD5	7912
SNORA16A	111
SNORD7	10256
SNORD45C	322
SNORD17	11089
SNORD49B	10207
SNORD50B	4831
SNORD19	2229
SNORD59B	8333
SNORD23	10964
MSMP	6651
ELOC	6169
SNORD65	10207
SNORD66	2806
SNORD67	7740
SNORD69	2229
SNORD70	1811
SNORD71	10057
SCARNA10	8129
SCARNA14	9674
SNORA16B	795
SNORA57	7782
SNORD75	623
SNORD76	623
SNORD77	623
SNORD78	623
SNORD103C	121
SNORD88A	10976
SNORD88B	10976
SNORD88C	10976
SNORD89	1375
SNORD90	6906
SNORD91A	10147
SNORD91B	10147
SNORD92	1086
SNORD93	5310
SNORD98	7245
SNORD99	111
SNORD110	11018
SNORD111	10054
SNORD97	7575
SNORD94	1346
SNORD96B	11981
SNORD104	10370
SNORD105	10824
SNORD103A	121
ELOB	9840
PPAN-P2RY11	10824
ELOA	92
TCF4	10670
